Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.431897163391113,6.446623652315766,6.382908916146501,6.414465735451717,493729600
2010-01-05,6.443017482757568,6.479383082615439,6.409055871873718,6.449629555919628,601904800
2010-01-06,6.340531826019287,6.46856277868648,6.333919753827397,6.443016537393572,552160000
2010-01-07,6.328808784484863,6.371486295370647,6.2828260406838385,6.363972578442412,477131200
2010-01-08,6.370887756347656,6.371489255247933,6.283130310724263,6.320396758934082,447610800
2010-01-11,6.314685821533203,6.401542003921324,6.264795530855326,6.395531028835629,462229600
2010-01-12,6.242855548858643,6.304467241714201,6.203785414119402,6.287035012483797,594459600
2010-01-13,6.330914497375488,6.339329862823668,6.134060272108536,6.247364749292684,605892000
2010-01-14,6.294246673583984,6.325202784995313,6.281924579512755,6.3146839829247385,432894000
2010-01-15,6.189059257507324,6.359466801011032,6.187255964862835,6.339330033147573,594067600
2010-01-19,6.462852954864502,6.467361186604379,6.228430923391844,6.261189536901425,730007600
2010-01-20,6.363375663757324,6.478182116511156,6.2963544727302505,6.458947391011331,612152800
2010-01-21,6.253371238708496,6.4108554993059865,6.227524860930931,6.373889224289213,608154400
2010-01-22,5.9432148933410645,6.2362430730554,5.925483321439905,6.2146043678042755,881767600
2010-01-25,6.103105068206787,6.152092919365341,6.016549016914976,6.086274736046345,1065699600
2010-01-26,6.189358711242676,6.422879850921394,6.088376748617638,6.189659259963583,1867110000
2010-01-27,6.247665882110596,6.328811654129549,5.9967128393847196,6.21670975559656,1722568400
2010-01-28,5.989500045776367,6.176136845505992,5.971768468388102,6.159006365742195,1173502400
2010-01-29,5.772205829620361,6.076955364236257,5.717807723299052,6.043294715202802,1245952400
2010-02-01,5.852451324462891,5.890620210171545,5.749365518936888,5.781523430119248,749876400
2010-02-02,5.886412143707275,5.900237384215168,5.811878070780488,5.887915288507373,698342400
2010-02-03,5.987694263458252,6.016847084857601,5.843133555010432,5.8656743052896685,615328000
2010-02-04,5.771904468536377,5.961846375809363,5.757478135184146,5.912557206055584,757652000
2010-02-05,5.874392509460449,5.890622146015012,5.735842711230809,5.789339599562271,850306800
2010-02-08,5.834118843078613,5.947122767994307,5.830512257998319,5.881304195345732,478270800
2010-02-09,5.896331310272217,5.935701994121879,5.853053091266943,5.903243530501275,632886800
2010-02-10,5.864173412322998,5.908654230809668,5.83832701959435,5.887314866012588,370361600
2010-02-11,5.970865249633789,6.003324113722218,5.8323154845014855,5.856960081004423,550345600
2010-02-12,6.022256851196289,6.060125182568202,5.875592304617224,5.95403350423053,655468800
2010-02-16,6.113022327423096,6.1217378404670475,6.056520362588575,6.06914300963386,543737600
2010-02-17,6.087475299835205,6.140370267876735,6.036682968969654,6.136763683346639,436396800
2010-02-18,6.0988969802856445,6.127749262980207,6.03848787704189,6.059826038688119,422825200
2010-02-19,6.061026096343994,6.1070092396129265,6.044195772349677,6.066736922252659,415469600
2010-02-22,6.023458480834961,6.085971401146591,5.9864921977803895,6.081163023635379,390563600
2010-02-23,5.922478675842285,6.050810197017129,5.881905794032023,6.010838011504735,575094800
2010-02-24,6.030673027038574,6.054115024844004,5.945919491152342,5.9576408913217085,460566400
2010-02-25,6.070944786071777,6.096791171246051,5.917368014697658,5.932094499450434,665126000
2010-02-26,6.149687767028809,6.16621754725171,6.070945999720931,6.082366451119776,507460800
2010-03-01,6.28102445602417,6.296351638232682,6.174632215326019,6.1836482756722,550093600
2010-03-02,6.276817321777344,6.336324368549187,6.2434568121648235,6.309275382616517,566546400
2010-03-03,6.291241645812988,6.30747127603786,6.249466980485868,6.279521048739402,372052800
2010-03-04,6.33271598815918,6.339027510449531,6.270203066416434,6.289739131915072,366041200
2010-03-05,6.580365180969238,6.602905938606345,6.450530914550255,6.459847926897176,899620400
2010-03-08,6.584270000457764,6.614624213310275,6.559324861307124,6.6122202251390645,429889600
2010-03-09,6.702686309814453,6.762193369421244,6.548508380923989,6.561131029739555,920259200
2010-03-10,6.757382392883301,6.776617510568571,6.708094008881357,6.727028176586155,596218000
2010-03-11,6.777218818664551,6.777218818664551,6.711701195587345,6.729433572354464,405700400
2010-03-12,6.810278415679932,6.8442392177981946,6.78473217532668,6.833419463700351,416323600
2010-03-15,6.727330207824707,6.777219298981903,6.619435202114905,6.773613516154578,493502800
2010-03-16,6.745663642883301,6.76159232875938,6.687358778031274,6.73754922617164,446908000
2010-03-17,6.735744953155518,6.805770810297791,6.710199110214925,6.759186954704131,450956800
2010-03-18,6.751673698425293,6.762192504214614,6.690362952527392,6.73514311464194,342109600
2010-03-19,6.679543972015381,6.769406053849886,6.648888396716377,6.755881759572917,559445600
2010-03-22,6.754678249359131,6.792246439510847,6.616429043072803,6.626046602475909,456419600
2010-03-23,6.863173961639404,6.8757970091452565,6.735142601680189,6.781426306668266,602431200
2010-03-24,6.893527030944824,6.918472168871816,6.8376257817911865,6.841533315702537,597780400
2010-03-25,6.811779975891113,6.941614602557335,6.799758028273902,6.940111457838574,542284400
2010-03-26,6.939512252807617,6.971068666458749,6.868884503264586,6.880906452769786,640875200
2010-03-29,6.9842915534973145,7.028771961236219,6.961150506006988,7.00262542656534,540744400
2010-03-30,7.088280200958252,7.137269249018582,7.040193200471269,7.1108209573573555,527310000
2010-03-31,7.062734127044678,7.111122078733144,7.046505295667688,7.077461418341242,430659600
2010-04-01,7.091886043548584,7.174835087472389,6.995111757704138,7.13516425920159,603145200
2010-04-05,7.1676225662231445,7.168223663685033,7.055820845911879,7.062132770528371,684507600
2010-04-06,7.199179649353027,7.220217257599032,7.122841878163276,7.15890692268022,447017200
2010-04-07,7.23103666305542,7.270708290364544,7.1727310156688056,7.199479449674695,628502000
2010-04-08,7.21150016784668,7.259286200932017,7.154096577652403,7.226226650903175,572989200
2010-04-09,7.266801834106445,7.269808124195066,7.226830053422004,7.255982881441017,334182800
2010-04-12,7.281827926635742,7.305269922702446,7.2674015890357735,7.279122587069126,333026400
2010-04-13,7.286036968231201,7.29715767469817,7.2463653305909,7.268906891047291,306210800
2010-04-14,7.384012699127197,7.387619283831039,7.335325410691967,7.37169060265573,404076400
2010-04-15,7.481086730957031,7.484392365138607,7.378601638396809,7.386716051412082,376784800
2010-04-16,7.435405731201172,7.547808552975961,7.349751346166021,7.470568730173486,750545600
2010-04-19,7.42548942565918,7.450133624592572,7.266201772653497,7.424287230465673,566924400
2010-04-20,7.350955009460449,7.49100754090814,7.301966758587278,7.46966897725579,738326400
2010-04-21,7.790645599365234,7.821601715630444,7.685756104546828,7.778022553381373,982391200
2010-04-22,8.008537292480469,8.016952655515587,7.69988061983163,7.761191747982875,793424800
2010-04-23,8.139575958251953,8.180148839445415,8.024468585248192,8.054221710443349,796955600
2010-04-26,8.099604606628418,8.188564641981264,8.06023311591244,8.171133614476606,479068800
2010-04-27,7.875399589538574,8.04971386768752,7.82971778046054,8.032582988649894,709343600
2010-04-28,7.86217737197876,7.934306681254186,7.706196145635188,7.911766723530746,758402400
2010-04-29,8.073758125305176,8.11463115574628,7.87449869113748,7.904852915177807,558840800
2010-04-30,7.8468499183654785,8.13176298212423,7.844145380202892,8.09389463264654,542463600
2010-05-03,8.004932403564453,8.050915960049336,7.90064399591228,7.929496675285811,454342000
2010-05-04,7.774415493011475,7.912965632774138,7.7164116011116,7.9009444874870685,723819600
2010-05-05,7.693571090698242,7.758187866430827,7.475377519197532,7.6046110706627035,883103200
2010-05-06,7.400846481323242,7.761496272644483,5.988298589569493,7.628656891376922,1285860800
2010-05-07,7.08858060836792,7.410461530103634,6.768503781845047,7.324506986653353,1676018400
2010-05-10,7.63346004486084,7.653296256376693,7.4693644895317295,7.521058056403546,984306400
2010-05-11,7.709498882293701,7.810780977243619,7.52857259200037,7.56884450951962,848906800
2010-05-12,7.876901149749756,7.908157413763119,7.775017943622853,7.79124596926319,654379600
2010-05-13,7.76479959487915,7.964359135537307,7.705892846586893,7.910862264361684,599712400
2010-05-14,7.628354549407959,7.70829892367494,7.498520680322861,7.668627285335938,759362800
2010-05-17,7.640374183654785,7.699280926973046,7.444721391723722,7.65480052141434,762834800
2010-05-18,7.584475994110107,7.7705112830722465,7.521361550103643,7.723326326364042,782678400
2010-05-19,7.463656425476074,7.601304537449724,7.358767724702273,7.498519276576824,1025726800
2010-05-20,7.145681381225586,7.328711084719772,7.099096744395178,7.2695034053082574,1282915200
2010-05-21,7.282731056213379,7.3482490774826985,6.9530359048541115,6.997215366519199,1223891200
2010-05-24,7.416170597076416,7.540595368271015,7.401143962557275,7.431799131611012,754238800
2010-05-25,7.3698859214782715,7.416168811389117,7.127649312251981,7.193467464360634,1048006400
2010-05-26,7.336528778076172,7.57756410547047,7.325709021051936,7.515952803993866,850654000
2010-05-27,7.614227771759033,7.630457403708084,7.486798316218411,7.531578874648172,666282400
2010-05-28,7.720320701599121,7.796057391037731,7.614228985867478,7.795757243516751,815614800
2010-06-01,7.8390302658081055,7.992606998768689,7.782828877836273,7.804768525763933,876472800
2010-06-02,7.932801246643066,7.95834668002911,7.824004232165173,7.9505324145369825,688548000
2010-06-03,7.907858848571777,7.9808901950322895,7.82641133382376,7.969769489019132,650106800
2010-06-04,7.692669868469238,7.871191006551834,7.652698089463543,7.760291329288398,758304400
2010-06-07,7.541798114776611,7.788542630223173,7.530076311751758,7.762696239136055,886942000
2010-06-08,7.493410587310791,7.627753068697829,7.382811055731011,7.610922338822628,1000770400
2010-06-09,7.309179306030273,7.570651954682642,7.287841544389653,7.557727954627709,854630000
2010-06-10,7.52887487411499,7.54299946209261,7.279124070001396,7.358467337898861,776356000
